logFC,logCPM,cols,PValue,AdjPValue,GeneID,Length,WormBaseID,entrezgene_id
0.6332,5.715,#858585,0.8686,1.0,abhd-12,1248,WBGene00022393,179172
2.31,0.08634,#858585,0.02871,0.1209,ceh-76,677,WBGene00022395,190815
0.1727,4.618,#858585,0.9491,1.0,Y97E10AR.2,2829,WBGene00022397,179173
1.848,5.706,#858585,0.03572,0.143,Y97E10AR.1,2446,WBGene00022396,179174
-0.3021,3.82,#858585,0.9904,1.0,Y97E10AR.3,1033,WBGene00022398,179175
0.4875,4.651,#858585,0.8512,1.0,lmtr-2,526,WBGene00022402,179177
1.11,5.092,#858585,0.3435,0.8388,rpb-9,641,WBGene00022400,179178
0.6698,7.056,#858585,0.8606,1.0,Y97E10AR.6,1581,WBGene00022401,179179
0.883,6.276,#858585,0.6261,1.0,sptl-2,2027,WBGene00018398,266646
1.004,4.086,#858585,0.4958,1.0,ech-3,993,WBGene00001152,179180
0.3163,3.185,#858585,0.985,1.0,F43H9.3,1494,WBGene00018399,179181
0.912,5.089,#858585,0.6485,1.0,F43H9.4,985,WBGene00018400,179182
2.875,0.2284,#858585,0.01391,0.06855,oma-2,1546,WBGene00003865,179183
-0.8714,5.503,#858585,0.6871,1.0,vars-1,3093,WBGene00006935,179184
-0.3523,4.561,#858585,0.9904,1.0,algn-12,1729,WBGene00022629,179185
1.461,1.277,#858585,0.1689,0.4982,ZC513.14,663,WBGene00194928,13213873
-1.721,8.198,#858585,0.01861,0.08603,ZC513.7,646,WBGene00023209,NA
1.563,0.1578,#858585,0.2693,0.7061,ZC513.3,1860,WBGene00022628,191195
1.997,0.2634,#858585,0.08507,0.2911,str-144,1208,WBGene00006191,192014
-1.308,6.699,#858585,0.1609,0.4809,catp-3,3443,WBGene00015660,179189
0.2772,0.4849,#858585,0.9324,1.0,str-90,1801,WBGene00006149,191995
-0.2534,4.928,#858585,0.9848,1.0,spr-1,1908,WBGene00005006,179192
0.6938,6.883,#858585,0.8792,1.0,snap-1,1393,WBGene00017016,179193
1.429,4.142,#858585,0.09083,0.3063,D1014.4,626,WBGene00017017,183896
1.157,1.124,#858585,0.3435,0.8388,D1014.2,1341,WBGene00017015,183895
0.8195,4.734,#858585,0.7397,1.0,sul-2,1619,WBGene00006309,179194
-0.1957,1.866,#858585,0.978,1.0,F20D6.5,1354,WBGene00017635,184724
-0.8987,5.885,#858585,0.5968,1.0,F20D6.8,1688,WBGene00017637,184726
-0.07354,7.106,#858585,0.998,1.0,srp-7,1672,WBGene00005648,179195
1.508,2.482,#858585,0.09389,0.3144,srp-8,1119,WBGene00005649,191960
1.19,3.85,#858585,0.3197,0.7982,F20D6.10,1793,WBGene00017639,184728
-0.6707,5.556,#858585,0.8658,1.0,F20D6.11,1838,WBGene00017640,179196
1.18,5.602,#858585,0.2475,0.6647,cri-2,554,WBGene00019478,179197
0.9038,5.618,#858585,0.5967,1.0,K07C11.4,2075,WBGene00019477,179198
1.45,3.478,#858585,0.2174,0.6035,timp-1,566,WBGene00019476,179199
-0.1834,6.495,#858585,0.9791,1.0,K07C11.7,1432,WBGene00019479,179200
0.4446,3.764,#858585,0.9303,1.0,K07C11.8,808,WBGene00019480,187106
-1.175,6.039,#858585,0.2337,0.6392,cogc-6,2224,WBGene00019481,179201
-1.022,5.235,#858585,0.4669,1.0,air-1,1421,WBGene00000098,179202
1.482,1.625,#858585,0.08695,0.2959,K07C11.10,468,WBGene00019482,179203
-0.1966,3.521,#858585,0.99,1.0,C16D9.4,1262,WBGene00015859,179206
1.271,1.737,#858585,0.2247,0.6193,C16D9.5,1399,WBGene00015860,182686
1.281,4.153,#858585,0.1299,0.4069,C16D9.6,1202,WBGene00015861,182687
1.028,1.665,#858585,0.4706,1.0,C16D9.9,374,WBGene00015864,259633
1.331,9.487,#858585,0.1628,0.4853,asp-6,1275,WBGene00000219,179209
-0.2677,8.765,#858585,0.9435,1.0,asp-5,1252,WBGene00000218,179211
-1.279,0.5162,#858585,0.2563,0.681,str-135,1207,WBGene00006183,192008
2.426,5.257,#858585,0.009811,0.05265,slc-17.5,1887,WBGene00017681,184790
-0.09391,1.889,#858585,0.9842,1.0,W02D7.3,487,WBGene00020939,189115
0.2905,4.226,#858585,0.9913,1.0,W02D7.6,1298,WBGene00020942,179212
0.1026,7.226,#858585,0.9944,1.0,sel-9,777,WBGene00004766,179213
2.302,-0.1338,#858585,0.04405,0.1697,W02D7.8,450,WBGene00020943,189118
2.724,0.8015,#858585,0.02263,0.1002,clec-218,1276,WBGene00020938,189114
1.357,5.257,#858585,0.07165,0.2533,tmd-2,2521,WBGene00006582,179216
-0.00912,1.989,#858585,0.9977,1.0,C08D8.7,587,WBGene00235325,24104187
0.7213,1.699,#858585,0.7358,1.0,C08D8.1,1354,WBGene00015592,182394
-0.5179,2.877,#858585,0.8814,1.0,mom-2,1572,WBGene00003395,179217
-0.5045,5.294,#858585,0.9016,1.0,mpdu-1,811,WBGene00018181,179218
-0.006817,4.304,#858585,0.9999,1.0,gpa-2,1412,WBGene00001664,179219
-1.156,3.215,#858585,0.2824,0.7308,F52E1.5,952,WBGene00018694,3565082
-1.056,1.22,#858585,0.4644,1.0,F52E1.12,2124,WBGene00018699,NA
1.832,5.787,#858585,0.06901,0.2456,F52E1.14,694,WBGene00044696,4363098
2.547,1.328,#858585,0.06053,0.2204,gcy-7,3383,WBGene00001534,179222
-1.23,4.968,#858585,0.171,0.503,F52E1.9,1054,WBGene00018697,186115
-1.55,3.567,#858585,0.1806,0.5237,F52E1.2,762,WBGene00018692,186111
-0.04952,7.519,#858585,0.9963,1.0,lmd-3,3897,WBGene00018700,179225
-0.8232,1.239,#858585,0.6519,1.0,T23B12.5,869,WBGene00020720,188777
-0.1986,5.361,#858585,0.9649,1.0,T23B12.6,2151,WBGene00020721,179226
1.248,4.62,#858585,0.2022,0.5701,dnj-22,976,WBGene00001040,179227
-1.268,6.057,#858585,0.2538,0.6767,natc-1,2821,WBGene00020719,179228
-0.1347,5.06,#858585,0.9882,1.0,mrps-2,997,WBGene00020718,179229
-0.3167,5.135,#858585,0.983,1.0,mrpl-4,1011,WBGene00020717,179230
0.1299,3.689,#858585,0.994,1.0,phf-30,835,WBGene00020716,188776
-1.144,4.55,#858585,0.33,0.8161,T23B12.8,636,WBGene00020722,188778
1.624,-0.1753,#858585,0.1092,0.3549,T23B12.14,63,WBGene00220084,NA
0.3167,1.492,#858585,0.8907,1.0,ZK994.6,352,WBGene00022842,191486
0.1223,5.574,#858585,0.9952,1.0,F45F2.9,698,WBGene00018481,185809
-1.058,6.431,#858585,0.4512,1.0,F45F2.10,3984,WBGene00018482,179231
1.013,0.3022,#858585,0.4883,1.0,his-7,491,WBGene00001881,191669
1.612,0.1332,#858585,0.1207,0.3845,his-5,486,WBGene00001879,179233
-1.349,5.253,#858585,0.2156,0.5995,slc-17.8,2052,WBGene00017798,179234
-0.4318,5.088,#858585,0.8571,1.0,asns-1,2178,WBGene00003816,184935
0.1653,3.089,#858585,0.9929,1.0,acr-15,1506,WBGene00000054,191602
-0.9262,5.054,#858585,0.5793,1.0,F25G6.8,620,WBGene00017799,179236
-1.258,5.596,#858585,0.2456,0.6613,F25G6.9,4378,WBGene00017800,179237
-1.287,6.285,#858585,0.2859,0.7378,symk-1,3608,WBGene00017797,182490
-0.1391,5.134,#858585,0.9712,1.0,F25G6.1,3066,WBGene00017796,179239
0.2098,1.285,#858585,0.9492,1.0,C10B5.1,997,WBGene00015670,266915
-0.8694,4.996,#858585,0.653,1.0,C10B5.3,772,WBGene00015671,182491
0.2158,7.456,#858585,0.9862,1.0,tag-196,1589,WBGene00007055,179240
0.7699,3.454,#858585,0.6691,1.0,F41E6.7,543,WBGene00018288,185618
0.7307,4.253,#858585,0.8683,1.0,F41E6.5,1628,WBGene00018286,179241
1.15,7.048,#858585,0.2983,0.7611,vps-60,838,WBGene00018290,179242
-0.4365,8.577,#858585,0.8459,1.0,smk-1,4181,WBGene00018285,179243
0.7716,2.498,#858585,0.6969,1.0,F41E6.17,357,WBGene00194909,13214080
-0.7895,3.686,#858585,0.7089,1.0,F41E6.12,1060,WBGene00018293,185621
1.005,7.241,#858585,0.4939,1.0,atg-18,1751,WBGene00018294,179246
0.1449,1.881,#858585,0.969,1.0,F28A12.10,834,WBGene00235312,24104498
-0.1548,3.267,#858585,0.9925,1.0,acd-4,1859,WBGene00017879,185036
3.053,1.432,#858585,0.009425,0.05114,F28A12.3,596,WBGene00017880,185038
-0.4882,3.92,#858585,0.781,1.0,asp-13,1334,WBGene00017881,179247
-1.446,7.002,#858585,0.08928,0.3019,ZC190.4,2972,WBGene00022538,179248
-1.549,3.943,#858585,0.02396,0.1051,cln-3.3,1471,WBGene00000541,179249
0.9317,0.0688,#858585,0.5626,1.0,ZC178.2,7914,WBGene00022536,191093
-0.2438,4.647,#858585,0.9911,1.0,glr-5,3246,WBGene00001616,179251
1.078,2.248,#858585,0.443,0.9983,ZC196.5,1707,WBGene00022549,191104
1.696,-0.123,#858585,0.09351,0.3136,ZC196.4,1699,WBGene00022548,191103
1.461,3.002,#858585,0.07726,0.2695,B0507.3,1443,WBGene00015220,179254
1.039,6.385,#858585,0.4635,1.0,B0507.2,1560,WBGene00015219,179255
1.756,3.857,#858585,0.07062,0.2505,B0507.1,2038,WBGene00015218,179256
-0.6981,7.226,#858585,0.7722,1.0,sup-37,3632,WBGene00006342,179257
0.1685,5.534,#858585,0.9851,1.0,magu-2,2356,WBGene00006467,3565703
-1.329,5.615,#858585,0.315,0.7902,rpm-1,11557,WBGene00004457,179259
-0.6167,1.274,#858585,0.734,1.0,F07B7.12,5971,WBGene00017190,184118
-1.262,4.173,#858585,0.1654,0.4911,frpr-13,1422,WBGene00019448,179268
-0.7988,2.704,#858585,0.6562,1.0,frpr-12,1479,WBGene00019445,259953
0.1006,2.958,#858585,0.9761,1.0,frpr-11,1117,WBGene00019444,187065
0.6555,4.04,#858585,0.8837,1.0,mod-1,1730,WBGene00003386,179269
0.536,4.588,#858585,0.8209,1.0,ttr-47,548,WBGene00019203,179270
0.7155,6.386,#858585,0.7754,1.0,H14N18.4,2514,WBGene00019204,179271
2.657,-0.415,#858585,0.02297,0.1015,H14N18.2,906,WBGene00019202,186745
0.4733,7.419,#858585,0.817,1.0,unc-23,2223,WBGene00006760,179272
-1.0,6.483,#858585,0.5014,1.0,gck-1,3761,WBGene00001526,179274
-1.756,6.935,#858585,0.05047,0.1897,ttc-17,4054,WBGene00020553,179275
0.1848,4.961,#858585,0.9921,1.0,nhr-44,1332,WBGene00003634,179276
0.7406,0.7492,#858585,0.7335,1.0,nhr-219,1587,WBGene00020555,3565145
0.9016,2.375,#858585,0.6195,1.0,nhr-194,969,WBGene00019114,NA
0.9731,2.852,#858585,0.5318,1.0,nhr-195,1279,WBGene00019115,186625
-0.08434,4.33,#858585,0.9959,1.0,nhr-143,1291,WBGene00019116,186626
-0.2566,3.829,#858585,0.9939,1.0,nhr-144,1222,WBGene00019117,NA
-1.121,4.62,#858585,0.383,0.9028,F59E11.5,861,WBGene00019111,179278
-0.6025,2.203,#858585,0.7482,1.0,F59E11.2,1046,WBGene00019109,186621
1.056,1.903,#858585,0.4509,1.0,srx-2,1038,WBGene00005893,187548
-0.9712,0.73,#858585,0.5319,1.0,oac-40,2004,WBGene00019849,179279
0.3612,1.993,#858585,0.9672,1.0,srsx-20,837,WBGene00019853,NA
2.668,5.162,#858585,0.009655,0.05205,C25E10.5,1616,WBGene00016095,179280
-0.1637,2.327,#858585,0.9792,1.0,C25E10.4,1654,WBGene00016094,182889
1.038,3.661,#858585,0.4798,1.0,srsx-34,2845,WBGene00016093,179281
1.247,2.097,#858585,0.31,0.7812,C25E10.7,617,WBGene00016096,182891
0.7141,2.804,#858585,0.807,1.0,swm-1,420,WBGene00023417,182893
-1.184,1.817,#858585,0.3361,0.8269,C25E10.11,433,WBGene00016100,182895
-1.262,3.196,#858585,0.2469,0.6637,C25E10.16,604,WBGene00202512,13214248
-0.3906,5.746,#858585,0.9817,1.0,C25E10.12,1098,WBGene00016101,182896
2.937,3.406,#858585,0.02622,0.1127,fip-2,365,WBGene00020862,179283
1.512,0.3285,#858585,0.1647,0.4899,T27E4.5,749,WBGene00020863,179282
1.915,4.115,#858585,0.01393,0.06858,T27E4.7,571,WBGene00020865,179285
3.294,6.691,#858585,0.01411,0.06928,hsp-16.49,432,WBGene00002020,179288
4.832,5.945,#858585,0.01043,0.05523,hsp-16.11,476,WBGene00002017,179289
2.04,3.38,#858585,0.01326,0.06644,T27E4.1,1292,WBGene00020861,188995
1.354,1.991,#858585,0.214,0.5959,F21C10.9,1090,WBGene00017658,184767
0.7023,2.041,#858585,0.7376,1.0,frpr-6,1193,WBGene00017661,353447
-1.652,7.407,#858585,0.1981,0.5614,F21C10.7,7923,WBGene00017657,179292
-1.131,2.516,#858585,0.3784,0.896,F21C10.13,429,WBGene00195086,13214280
1.354,1.765,#858585,0.2222,0.6139,F21C10.11,243,WBGene00017660,179293
1.099,0.2764,#858585,0.4234,0.969,F21C10.4,591,WBGene00017654,184764
2.445,-0.1563,#858585,0.02261,0.1001,F21C10.17,606,WBGene00235309,NA
0.2553,5.452,#858585,0.992,1.0,F21C10.3,1180,WBGene00017653,179294
-0.1602,4.172,#858585,0.9936,1.0,B0222.1,902,WBGene00015053,181856
1.321,3.273,#858585,0.1347,0.4195,pitr-3,1622,WBGene00015055,181858
2.229,2.703,#858585,0.01573,0.07554,spl-2,1759,WBGene00006418,181859
0.8578,3.576,#858585,0.7064,1.0,B0222.5,1522,WBGene00015056,181860
0.0375,0.8186,#858585,0.9869,1.0,B0222.11,1182,WBGene00044582,3896831
0.0723,4.862,#858585,0.9988,1.0,gad-3,3848,WBGene00015057,24104108
0.1351,5.221,#858585,0.9781,1.0,spas-1,1902,WBGene00016045,179300
-0.9721,4.539,#858585,0.5292,1.0,C24B5.1,1443,WBGene00016044,179301
0.5076,2.491,#858585,0.7935,1.0,C24B5.4,1159,WBGene00016046,182835
-0.5391,7.462,#858585,0.8718,1.0,asp-2,1997,WBGene00000215,34700645
-1.404,5.648,#858585,0.09169,0.3085,inx-10,2064,WBGene00002132,188580
0.2461,5.427,#858585,0.9844,1.0,mdt-27,1567,WBGene00007023,179303
-1.028,6.34,#858585,0.4693,1.0,tag-232,2938,WBGene00044077,179304
-0.3416,5.347,#858585,0.9213,1.0,F07C3.2,648,WBGene00017193,184123
0.1315,1.984,#858585,0.9914,1.0,F07C3.3,2272,WBGene00017194,184124
-0.5229,5.982,#858585,0.9006,1.0,glo-4,4594,WBGene00017195,179306
-0.5849,5.499,#858585,0.8833,1.0,aat-2,1738,WBGene00000003,184126
-0.9359,0.6649,#858585,0.554,1.0,str-94,855,WBGene00006152,191996
-2.453,3.514,#858585,0.01301,0.06549,ptd-2,2811,WBGene00004211,179307
1.341,1.397,#858585,0.1844,0.5308,F07C3.9,286,WBGene00017197,184127
0.5671,3.201,#858585,0.8491,1.0,nhr-36,1689,WBGene00017198,24104398
-0.5827,5.06,#858585,0.9489,1.0,slc-17.7,1917,WBGene00022788,179308
-0.5851,2.287,#858585,0.9073,1.0,hlh-10,712,WBGene00001954,191402
1.686,5.101,#858585,0.169,0.4985,lron-2,2162,WBGene00022789,179309
0.2831,2.305,#858585,0.9737,1.0,ZK682.7,753,WBGene00022790,191403
1.612,5.273,#858585,0.01669,0.07899,F44A2.5,1777,WBGene00018405,179310
2.684,-1.202,#858585,0.0251,0.1089,nhr-39,1155,WBGene00018404,185720
-0.7087,5.117,#858585,0.8562,1.0,F44A2.3,2061,WBGene00018403,179311
0.543,3.163,#858585,0.9378,1.0,kvs-3,1472,WBGene00018402,185719
-2.289,0.3393,#858585,0.02441,0.1066,F44A2.7,942,WBGene00018406,185721
-0.405,4.816,#858585,0.9763,1.0,tag-153,3296,WBGene00006499,179312
0.6681,6.742,#858585,0.8934,1.0,acl-14,1612,WBGene00019465,179313
-0.4285,3.808,#858585,0.9805,1.0,K07B1.4,1301,WBGene00019464,179314
0.03089,2.792,#858585,0.9988,1.0,ucp-4,1279,WBGene00006729,179315
-0.4057,5.266,#858585,0.9855,1.0,coq-6,1371,WBGene00000766,179316
1.27,10.51,#858585,0.3676,0.8779,tos-1,5168,WBGene00019466,3565833
0.54,5.042,#858585,0.9068,1.0,K07B1.7,1845,WBGene00019467,179318
0.7369,0.7389,#858585,0.674,1.0,ttr-40,485,WBGene00017091,183986
0.7649,3.361,#858585,0.7132,1.0,ttr-49,688,WBGene00023485,3564895
-0.399,5.146,#858585,0.9814,1.0,gpa-3,1413,WBGene00001665,179319
0.6154,2.471,#858585,0.8935,1.0,E02C12.8,1550,WBGene00017093,179320
-0.4526,7.989,#858585,0.8257,1.0,hum-2,6050,WBGene00002036,179321
0.4027,4.384,#858585,0.9822,1.0,trpp-4,777,WBGene00018088,185357
1.25,-0.2648,#858585,0.3316,0.8188,F36D4.1,504,WBGene00018087,179323
0.2669,6.951,#858585,0.9308,1.0,F36D4.5,1730,WBGene00018090,179324
-1.74,8.045,#858585,0.07732,0.2696,H24G06.1,5580,WBGene00019237,179326
0.9833,2.311,#858585,0.5173,1.0,K06A4.2,1138,WBGene00010592,187046
1.38,3.285,#858585,0.2784,0.7231,K06A4.7,398,WBGene00010597,259638
-0.4205,6.449,#858585,0.9581,1.0,gsnl-1,1590,WBGene00010593,179328
-2.717,4.345,#858585,0.02458,0.1072,haao-1,998,WBGene00010595,179329
0.111,6.565,#858585,0.993,1.0,acs-14,1827,WBGene00008669,179330
-0.5029,5.401,#858585,0.8985,1.0,eif-2Bdelta,2097,WBGene00008670,179331
-0.6187,4.927,#858585,0.8522,1.0,C50F4.8,1121,WBGene00008233,179332
1.959,2.241,#858585,0.05627,0.208,C50F4.9,527,WBGene00008234,183680
0.3098,6.275,#858585,0.9635,1.0,C50F4.1,1360,WBGene00008229,179333
-0.17,-0.4894,#858585,0.9235,1.0,tag-329,1189,WBGene00008231,183677
0.2488,2.733,#858585,0.9701,1.0,C50F4.4,831,WBGene00008232,183678
0.1731,3.686,#858585,0.9935,1.0,C50F4.12,1509,WBGene00008236,179336
-0.09986,5.453,#858585,0.9985,1.0,C50F4.16,1474,WBGene00008238,179337
-0.4256,5.802,#858585,0.9231,1.0,mdf-1,2205,WBGene00003160,179338
0.2434,7.153,#858585,0.9589,1.0,his-35,656,WBGene00001909,179339
-0.07091,7.283,#858585,0.9964,1.0,his-41,557,WBGene00001915,179340
0.004063,4.0,#858585,0.9999,1.0,C50F4.6,695,WBGene00001910,3565041
0.1922,7.491,#858585,0.9879,1.0,his-37,451,WBGene00001911,179341
-1.279,5.725,#858585,0.1976,0.5603,nstp-10,1327,WBGene00008237,179342
-1.134,6.222,#858585,0.3483,0.8461,ehbp-1,3001,WBGene00009098,179343
-0.7211,5.292,#858585,0.8662,1.0,rgef-1,2490,WBGene00009100,179344
-0.5059,6.58,#858585,0.8983,1.0,rtfo-1,2356,WBGene00009103,179345
-1.555,6.654,#858585,0.1713,0.5036,K09G1.1,1496,WBGene00010727,179346
-0.2906,4.324,#858585,0.992,1.0,dop-2,2713,WBGene00001053,179347
0.7185,0.2616,#858585,0.6688,1.0,pqn-63,1550,WBGene00004146,188181
-0.5583,6.745,#858585,0.7475,1.0,atl-1,7785,WBGene00000226,179352
-1.67,5.124,#858585,0.1049,0.3441,hcp-2,4217,WBGene00001830,179353
-0.832,2.207,#858585,0.7046,1.0,pitr-4,1636,WBGene00007141,179355
-0.9008,6.287,#858585,0.6272,1.0,ZK287.1,1898,WBGene00013962,179356
-0.4333,5.225,#858585,0.9839,1.0,sulp-8,2354,WBGene00013963,179357
0.00458,3.837,#858585,0.9993,1.0,nlp-73,620,WBGene00013964,191281
0.8297,2.272,#858585,0.6566,1.0,ZK287.4,4116,WBGene00013965,191282
0.3384,5.62,#858585,0.9837,1.0,rbx-1,695,WBGene00004320,179358
-0.2186,3.499,#858585,0.9723,1.0,ztf-9,966,WBGene00013966,191283
-0.2528,3.074,#858585,0.9921,1.0,ZK287.7,1389,WBGene00013967,179359
0.3822,-0.1122,#858585,0.9079,1.0,her-1,528,WBGene00001842,179360
-0.4463,6.184,#858585,0.9533,1.0,xbx-6,1627,WBGene00009580,179361
1.429,4.319,#858585,0.1105,0.3582,F40F9.10,1537,WBGene00009586,179363
3.677,-0.1222,#858585,0.01027,0.05454,F40F9.3,936,WBGene00009581,185542
0.07435,4.242,#858585,0.9989,1.0,F40F9.5,2000,WBGene00009582,185544
-1.138,7.873,#858585,0.3504,0.8494,aagr-3,3110,WBGene00009583,179364
0.356,7.214,#858585,0.9338,1.0,drap-1,1968,WBGene00009584,179365
0.6445,3.614,#858585,0.7227,1.0,aqp-4,1076,WBGene00000172,179366
0.6926,5.543,#858585,0.8976,1.0,sta-2,1816,WBGene00010251,3565291
-1.014,3.167,#858585,0.4769,1.0,F58E6.13,1758,WBGene00077697,6418750
0.2231,3.032,#858585,0.9494,1.0,F58E6.11,659,WBGene00010258,259640
1.628,-0.1796,#858585,0.1225,0.3889,F46B6.2,1029,WBGene00009768,185839
0.5613,5.387,#858585,0.8703,1.0,F46B6.12,635,WBGene00009776,179370
0.049,5.284,#858585,0.9988,1.0,smg-4,1366,WBGene00004882,179371
0.303,4.73,#858585,0.993,1.0,F46B6.4,1430,WBGene00009769,179372
-0.6132,5.785,#858585,0.8765,1.0,F46B6.5,2929,WBGene00009770,179373
-0.7285,5.57,#858585,0.8463,1.0,F46B6.6,2327,WBGene00009771,179374
0.5054,9.756,#858585,0.9084,1.0,ztf-7,2474,WBGene00009772,179375
0.5548,5.228,#858585,0.9204,1.0,lipl-2,1270,WBGene00009773,185840
0.3906,3.21,#858585,0.9491,1.0,F46B6.9,1023,WBGene00009774,179376
-1.183,1.494,#858585,0.383,0.9028,sru-39,993,WBGene00005702,185842
2.301,1.376,#858585,0.01565,0.07523,sru-40,1027,WBGene00005703,187650
-0.8962,6.191,#858585,0.5788,1.0,lsy-12,5586,WBGene00045419,3565873
1.463,5.096,#858585,0.2636,0.6961,clp-9,2543,WBGene00011705,266916
0.2611,4.976,#858585,0.9932,1.0,fshr-1,3142,WBGene00008239,179381
-0.7754,3.439,#858585,0.7765,1.0,egl-47,1917,WBGene00001211,183687
0.06881,0.6097,#858585,0.9903,1.0,C50H2.4,1100,WBGene00008240,183688
2.214,1.405,#858585,0.1182,0.378,C50H2.13,673,WBGene00008246,259642
0.009746,3.2,#858585,0.9989,1.0,rmh-2,2023,WBGene00011576,179383
0.2751,3.133,#858585,0.9839,1.0,suds-3,855,WBGene00044204,3565884
1.569,3.303,#858585,0.1133,0.3654,nlp-58,590,WBGene00077775,7040141
0.1358,6.971,#858585,0.9733,1.0,ttr-46,669,WBGene00011571,179384
-0.2699,0.8896,#858585,0.9459,1.0,mam-5,2662,WBGene00011572,188217
0.1314,5.69,#858585,0.9884,1.0,anmt-3,1136,WBGene00011573,179385
-0.5006,3.821,#858585,0.9282,1.0,madf-4,1135,WBGene00011575,179386
-1.335,6.148,#858585,0.2119,0.5917,unc-41,5359,WBGene00006777,179387
-0.9507,6.089,#858585,0.5598,1.0,ruvb-1,1782,WBGene00007784,179388
0.1316,3.732,#858585,0.9929,1.0,tofu-1,1365,WBGene00007785,179389
-0.01651,2.842,#858585,0.9991,1.0,C27H6.9,914,WBGene00077500,6418702
0.7596,7.016,#858585,0.8004,1.0,rmd-2,1647,WBGene00007786,179391
-0.2304,6.273,#858585,0.991,1.0,C27H6.8,1266,WBGene00007787,179392
-0.6944,6.466,#858585,0.7682,1.0,rde-1,3218,WBGene00004323,179393
0.03538,4.566,#858585,0.9992,1.0,trpp-6,739,WBGene00010699,179394
-2.262,0.1136,#858585,0.0283,0.1197,K08H10.6,1440,WBGene00010698,187181
-1.763,2.475,#858585,0.1049,0.3441,K08H10.10,685,WBGene00077491,6418754
0.006816,6.455,#858585,0.9998,1.0,uda-1,1876,WBGene00010697,179395
0.1329,8.122,#858585,0.9674,1.0,lea-1,4978,WBGene00002263,3564838
0.7022,5.244,#858585,0.8122,1.0,acl-2,1070,WBGene00011543,179398
-0.05027,7.182,#858585,0.9955,1.0,F57A8.1,1980,WBGene00010177,179399
-0.8016,5.972,#858585,0.7823,1.0,yif-1,1656,WBGene00010178,179400
0.618,3.392,#858585,0.9126,1.0,F57A8.4,1238,WBGene00010179,186430
1.564,2.476,#858585,0.05608,0.2075,nhr-205,1226,WBGene00011002,187567
1.888,4.603,#858585,0.02978,0.1244,nhr-12,1496,WBGene00003611,179403
1.594,3.631,#858585,0.05293,0.1975,R04B5.6,1320,WBGene00011004,179404
1.217,3.542,#858585,0.2522,0.6737,R04B5.5,1133,WBGene00011003,179405
1.804,0.5362,#858585,0.08992,0.3039,srd-49,1014,WBGene00005127,187569
-1.326,2.594,#858585,0.3139,0.7878,ugt-47,1658,WBGene00011006,187570
1.398,3.917,#858585,0.1892,0.5428,ugt-17,1708,WBGene00007422,179406
-0.4779,2.432,#858585,0.8494,1.0,C08B6.11,1696,WBGene00007431,182388
-1.335,3.123,#858585,0.1389,0.4295,C08B6.3,1486,WBGene00007424,182389
1.378,1.254,#858585,0.1477,0.4503,C08B6.4,2257,WBGene00007425,179407
0.6164,3.128,#858585,0.7854,1.0,C08B6.10,989,WBGene00007430,179408
0.1024,6.165,#858585,0.997,1.0,aos-1,1242,WBGene00000142,179409
-0.5549,6.453,#858585,0.7958,1.0,wdr-20,2792,WBGene00007428,179410
0.1066,4.662,#858585,0.9968,1.0,C08B6.8,847,WBGene00007429,179411
-0.06739,4.959,#858585,0.9929,1.0,C51E3.9,924,WBGene00008254,266923
1.548,-0.2195,#858585,0.1385,0.4287,srsx-26,761,WBGene00008247,183703
-0.533,0.3306,#858585,0.8391,1.0,srsx-30,915,WBGene00008251,183707
0.08628,3.604,#858585,0.9982,1.0,C51E3.6,1800,WBGene00008252,183708
-0.4451,9.672,#858585,0.9156,1.0,egl-3,2547,WBGene00001172,179412
-0.9571,6.356,#858585,0.5435,1.0,cul-5,2589,WBGene00000840,179413
0.4685,-0.00515,#858585,0.8838,1.0,ZK856.4,588,WBGene00014105,191440
1.794,2.061,#858585,0.0342,0.1384,ZK856.5,1574,WBGene00014106,191439
-1.074,6.554,#858585,0.4455,1.0,ZK856.7,709,WBGene00014108,179416
0.2701,6.781,#858585,0.9894,1.0,chpf-1,776,WBGene00014109,179415
-0.05539,5.091,#858585,0.9969,1.0,ZK856.11,1105,WBGene00014112,179417
-0.167,4.476,#858585,0.9933,1.0,rpc-25,822,WBGene00014111,179418
-0.6844,6.002,#858585,0.8025,1.0,tftc-3,3326,WBGene00014114,179419
-0.7016,5.372,#858585,0.8649,1.0,zhit-3,1504,WBGene00006489,179420
0.8366,1.236,#858585,0.6249,1.0,hpo-40,2678,WBGene00014113,179421
1.008,2.554,#858585,0.4919,1.0,daf-36,1431,WBGene00007536,179422
0.5024,0.3164,#858585,0.8094,1.0,fipr-7,310,WBGene00007543,259643
-0.6423,7.513,#858585,0.7559,1.0,fubl-1,2602,WBGene00007534,179423
3.03,-0.03703,#858585,0.06733,0.2407,C12D8.21,249,WBGene00195157,13214696
0.4162,7.219,#858585,0.9708,1.0,akt-1,2429,WBGene00000102,179424
1.767,8.867,#858585,0.1812,0.5251,rop-1,2035,WBGene00004405,179425
-0.8034,7.72,#858585,0.7343,1.0,ric-4,1239,WBGene00004364,179427
-0.7566,8.174,#858585,0.6589,1.0,lys-1,1107,WBGene00003090,179428
0.1378,5.677,#858585,0.9463,1.0,lys-2,928,WBGene00003091,179429
-0.6162,3.997,#858585,0.9376,1.0,B0024.3,875,WBGene00007096,181815
-0.4876,2.416,#858585,0.79,1.0,B0024.15,1388,WBGene00007104,266924
