,logFC,logCPM,cols,PValue,AdjPValue,GeneID,Length,WormBaseID,entrezgene_id,cellTypes
6270,-0.6046,5.4,#858585,0.9202,1.0,fem-1,2376,WBGene00001411,177335.0,"['several structures', 'including germ line']"
6271,-0.9684,6.441,#858585,0.5445,1.0,drp-1,2697,WBGene00001093,177336.0,"['several structures', 'including germ line', 'non-striated muscle', 'preanal ganglion', 'rectal muscle', 'and somatic nervous system']"
6272,-0.488,4.633,#858585,0.9258,1.0,T12E12.3,2886,WBGene00020464,177337.0,
6273,-0.5885,4.38,#858585,0.9127,1.0,cec-6,2989,WBGene00020463,177338.0,
6274,-0.02263,5.875,#858585,0.9996,1.0,ari-2,1885,WBGene00020462,177339.0,
6275,-1.201,0.5515,#858585,0.3959,0.9254,T12E12.6,2195,WBGene00020465,188454.0,
6276,0.8939,6.941,#858585,0.6211,1.0,fkh-7,5116,WBGene00001439,177340.0,"['several structures', 'including intestine', 'neurons', 'pharynx', 'reproductive system', 'and ventral nerve cord']"
6277,0.3608,0.9567,#858585,0.9501,1.0,C39H7.2,1001,WBGene00023252,,
6278,-0.3575,6.0,#858585,0.9717,1.0,C39H7.4,1383,WBGene00016542,183349.0,
6279,0.3061,0.1097,#858585,0.9203,1.0,srsx-16,957,WBGene00044125,3565004.0,
6280,1.966,1.346,#858585,0.01697,0.07998,srd-14,972,WBGene00005092,,
6281,-0.586,5.046,#858585,0.8868,1.0,csn-5,1203,WBGene00000817,177342.0,['tail']
6282,0.06996,8.567,#858585,0.9848,1.0,skn-1,3275,WBGene00004804,177343.0,"['several structures', 'including germ line', 'head ganglion', 'intestine', 'neurons', 'and pharynx']"
6283,1.682,6.136,#858585,0.01388,0.06848,bec-1,1335,WBGene00000247,177345.0,"['several structures', 'including gonad', 'intestine', 'nervous system', 'pharynx', 'and vulva']"
6284,-1.184,5.765,#858585,0.2763,0.7194,perm-5,2102,WBGene00016955,177348.0,"['several structures', 'including vulval cell', 'vulval cell', 'vulval cell', 'vulval cell', 'and vulval cell']"
6285,0.1537,5.922,#858585,0.9958,1.0,H35B03.1,1540,WBGene00019263,186800.0,
6286,-1.099,3.723,#858585,0.3355,0.8261,H35B03.2,1789,WBGene00019264,177349.0,
6287,-2.523,1.826,#858585,0.02193,0.09781,C45E5.1,1276,WBGene00016664,183469.0,
6288,-0.6197,6.747,#858585,0.9084,1.0,nhr-46,2768,WBGene00003636,177350.0,"['several structures', 'including hypodermis', 'intestine', 'muscle cell', 'neurons', 'and spermatheca']"
6289,-0.02187,7.186,#858585,0.9991,1.0,lntl-1,1528,WBGene00016289,183098.0,
6290,2.318,0.2386,#858585,0.01045,0.05528,C31H1.8,1971,WBGene00016291,177351.0,
6291,0.7856,7.372,#858585,0.7769,1.0,egal-1,2189,WBGene00015680,177352.0,
6292,0.5105,4.958,#858585,0.9673,1.0,C06E7.2,1742,WBGene00015539,177353.0,
6293,-0.5169,5.828,#858585,0.9501,1.0,sams-4,2089,WBGene00015540,177354.0,['pharyngeal gland cell']
6294,-1.596,5.562,#858585,0.04418,0.1701,sams-3,1999,WBGene00015538,177355.0,
6295,-1.733,6.011,#858585,0.03025,0.1259,C06E7.4,1606,WBGene00015541,177356.0,
6296,-0.1439,0.8597,#858585,0.9662,1.0,H04M03.3,1148,WBGene00019153,177359.0,
6297,1.524,4.781,#858585,0.03059,0.1271,H04M03.12,1782,WBGene00019156,186690.0,
6298,0.4728,6.362,#858585,0.9711,1.0,lin-33,1003,WBGene00003019,177361.0,
6299,0.8911,-0.05026,#858585,0.6019,1.0,H32C10.1,1344,WBGene00019255,186796.0,
6300,-0.3614,5.173,#858585,0.9802,1.0,mcu-1,1244,WBGene00019296,177362.0,
6301,-0.7213,4.507,#858585,0.866,1.0,pfkb-1.2,1551,WBGene00019295,177363.0,
6302,-0.05514,5.124,#858585,0.9988,1.0,inx-7,2006,WBGene00002129,177364.0,"['g1AR', 'g1P', 'neurons', 'pharyngeal cell', 'and rectal gland cell']"
6303,-0.07067,10.8,#858585,0.9762,1.0,rps-25,459,WBGene00004494,177365.0,
6304,-0.742,10.38,#858585,0.6956,1.0,unc-44,23085,WBGene00006780,177366.0,"['hermaphrodite gonad', 'hypodermis', 'intestinal cell', 'and vulval cell']"
6305,-0.4256,6.726,#858585,0.8933,1.0,C46G7.2,881,WBGene00016722,177367.0,"['body wall musculature', 'vulval muscle']"
6306,1.664,3.921,#858585,0.08326,0.2864,C46G7.1,416,WBGene00016721,177368.0,
6307,-1.619,5.589,#858585,0.01911,0.088,pqn-22,3773,WBGene00004112,177369.0,
6308,-0.4326,7.665,#858585,0.9316,1.0,kcc-2,4182,WBGene00019205,177370.0,"['body wall musculature', 'egg-laying apparatus', 'hermaphrodite distal tip cell', 'intestine', 'and neurons']"
6309,1.936,2.612,#858585,0.01703,0.08022,ugt-20,1652,WBGene00019516,187130.0,
6310,0.1369,-0.2739,#858585,0.947,1.0,K08B4.5,2169,WBGene00019517,,
6311,-0.949,1.903,#858585,0.549,1.0,K08B4.7,585,WBGene00023486,259573.0,
6312,0.9381,4.933,#858585,0.5707,1.0,cpi-1,556,WBGene00000535,177372.0,
6313,-0.9175,5.639,#858585,0.6345,1.0,lag-1,3318,WBGene00002245,177373.0,['Z1']
6314,3.08,0.5945,#858585,0.01658,0.07863,M03D4.3,257,WBGene00019750,187421.0,
6315,-1.719,5.543,#858585,0.01419,0.06961,zen-4,3262,WBGene00006974,177374.0,"['germ cell', 'gonad']"
6316,0.0709,3.303,#858585,0.996,1.0,H10D12.2,2601,WBGene00019176,,
6317,-0.3834,5.587,#858585,0.9302,1.0,C11D2.7,726,WBGene00015703,177377.0,
6318,-0.8423,3.711,#858585,0.7012,1.0,C11D2.4,1288,WBGene00015702,177378.0,
6319,-1.293,6.039,#858585,0.2481,0.6658,unc-77,6043,WBGene00006809,177379.0,"['cholinergic neurons', 'nerve ring', 'pharyngeal neurons', 'and tail ganglion']"
6320,0.2475,1.029,#858585,0.9482,1.0,asp-9,1174,WBGene00015700,182511.0,
6321,-1.985,3.496,#858585,0.009833,0.05275,tkr-2,1176,WBGene00016761,183595.0,
6322,0.9023,2.815,#858585,0.6091,1.0,C49A9.10,449,WBGene00016764,3565073.0,
6323,1.023,5.162,#858585,0.4684,1.0,ugt-24,1686,WBGene00016762,177380.0,
6324,-0.1184,5.664,#858585,0.9904,1.0,C49A9.6,1432,WBGene00016760,177381.0,
6325,-1.072,5.208,#858585,0.3864,0.9087,C49A9.5,1594,WBGene00016759,177382.0,
6326,-0.3959,6.423,#858585,0.9531,1.0,C49A9.9,1786,WBGene00016763,177383.0,
6327,-1.004,3.763,#858585,0.4967,1.0,C49A9.4,1943,WBGene00016758,3565549.0,
6328,-0.0924,3.945,#858585,0.9918,1.0,C49A9.3,1955,WBGene00016757,177385.0,
6329,-0.1052,2.157,#858585,0.9911,1.0,C49A9.2,1859,WBGene00016756,183593.0,
6330,-0.6666,0.07914,#858585,0.7037,1.0,C49A9.1,1211,WBGene00016755,183592.0,
6331,0.4842,2.398,#858585,0.8655,1.0,F58F9.4,1189,WBGene00019058,186536.0,
6332,1.782,3.478,#858585,0.0584,0.2144,F58F9.3,1090,WBGene00019057,186534.0,
6333,-3.189,-1.076,#858585,0.01023,0.05445,F58F9.10,739,WBGene00044308,,
6334,0.4797,6.935,#858585,0.9295,1.0,acox-3,2075,WBGene00019060,177386.0,['intestinal cell']
6335,1.571,2.691,#858585,0.02997,0.1249,F58F9.1,1465,WBGene00019055,186533.0,
6336,1.58,1.209,#858585,0.1633,0.4866,T13A10.2,486,WBGene00020469,188459.0,
6337,-3.213,0.1973,#858585,0.01366,0.06774,aat-4,1813,WBGene00000005,177388.0,
6338,0.8354,1.964,#858585,0.6921,1.0,csp-2,2726,WBGene00000820,177391.0,['germ line']
6339,1.238,4.054,#858585,0.1674,0.4952,Y73B6BL.29,1120,WBGene00022250,260252.0,
6340,-1.45,9.63,#858585,0.09015,0.3043,sqd-1,2234,WBGene00022235,177392.0,
6341,-0.2526,4.801,#858585,0.9657,1.0,lsm-8,560,WBGene00003082,177393.0,
6342,-0.8599,6.474,#858585,0.6173,1.0,seu-1,2511,WBGene00004783,177394.0,"['several structures', 'including hermaphrodite distal tip cell', 'intestine', 'pharynx', 'spermatheca', 'and ventral nerve cord']"
6343,0.2684,4.623,#858585,0.9877,1.0,blos-2,604,WBGene00022251,177395.0,['head']
6344,1.254,5.978,#858585,0.1715,0.5041,ipla-6,1937,WBGene00022233,177396.0,
6345,1.491,2.466,#858585,0.06033,0.2199,linc-29,629,WBGene00189951,,
6346,0.625,2.447,#858585,0.8515,1.0,Y73B6BL.47,927,WBGene00045250,6418688.0,
6347,-0.7198,6.565,#858585,0.7925,1.0,smg-3,3712,WBGene00004881,177397.0,
6348,-1.518,5.517,#858585,0.04265,0.1651,hrpf-2,2273,WBGene00022253,177398.0,
6349,-0.2885,5.217,#858585,0.9916,1.0,shl-1,1990,WBGene00022240,177400.0,"['body wall musculature', 'muscle cell', 'neurons', 'pharynx', 'and tail']"
6350,-0.9373,3.747,#858585,0.5901,1.0,exos-2,1051,WBGene00022232,177403.0,
6351,-1.084,8.532,#858585,0.4157,0.9579,acp-6,1231,WBGene00022245,177407.0,
6352,-0.9351,3.057,#858585,0.5576,1.0,acp-7,1475,WBGene00022246,190656.0,
6353,1.953,5.018,#858585,0.01079,0.05661,Y73B6BL.31,1567,WBGene00022252,177408.0,
6354,1.684,2.766,#858585,0.03483,0.1403,lgc-10,1446,WBGene00022247,177409.0,
6355,2.05,0.5294,#858585,0.03014,0.1256,acr-25,1635,WBGene00043066,3565563.0,
6356,0.4259,1.962,#858585,0.9199,1.0,Y73B6BL.36,888,WBGene00022255,260287.0,
6357,0.7948,6.14,#858585,0.7511,1.0,Y73B6BL.27,584,WBGene00022248,177410.0,
6358,-1.323,6.103,#858585,0.1382,0.4281,tyr-6,2371,WBGene00022231,177411.0,
6359,0.6831,0.3999,#858585,0.6968,1.0,Y73B6BL.37,1134,WBGene00022256,260288.0,
6360,0.6187,4.758,#858585,0.8984,1.0,Y73B6BL.44,1019,WBGene00044350,3565715.0,
6361,0.6924,6.938,#858585,0.8407,1.0,pqn-89,1833,WBGene00004169,177412.0,
6362,-2.34,2.555,#858585,0.02659,0.1139,C01G5.7,507,WBGene00015309,182075.0,
6363,-2.02,1.199,#858585,0.01166,0.05997,C01G5.9,1354,WBGene00015311,182076.0,
6364,0.2799,5.684,#858585,0.989,1.0,ddi-1,1393,WBGene00015308,177413.0,
6365,0.9133,2.678,#858585,0.6061,1.0,C01G5.5,1010,WBGene00015307,182074.0,
6366,1.361,4.095,#858585,0.2138,0.5956,C01G5.25,554,WBGene00235291,24104148.0,
6367,0.1482,3.781,#858585,0.9954,1.0,fan-1,2770,WBGene00015310,177415.0,"['embryonic cell', 'germ cell', 'head neurons', 'intestine', 'and tail neurons']"
6368,1.382,7.025,#858585,0.08362,0.2874,paqr-1,1863,WBGene00016610,177416.0,"['excretory canal', 'gonadal sheath cell', 'mechanosensory neurons', 'and pharyngeal gland cell']"
6369,0.6579,1.902,#858585,0.8634,1.0,try-3,1001,WBGene00006621,183420.0,
6370,-0.5676,4.64,#858585,0.9316,1.0,best-9,1475,WBGene00016613,183419.0,
6371,-0.5127,7.319,#858585,0.9303,1.0,bicd-1,3069,WBGene00016611,183417.0,"['several structures', 'including hyp7 syncytium', 'intestine', 'neurons', 'non-striated muscle', 'and pharyngeal-intestinal valve']"
6372,-1.045,6.301,#858585,0.4288,0.976,odr-8,1986,WBGene00018160,177417.0,"['amphid neurons', 'phasmid neurons']"
6373,-0.7986,6.133,#858585,0.7775,1.0,F38A5.2,1972,WBGene00018161,3565269.0,
6374,0.4569,5.175,#858585,0.9547,1.0,lec-11,1521,WBGene00002274,177420.0,
6375,-1.371,0.3384,#858585,0.1964,0.5576,nspb-1,344,WBGene00018170,3564940.0,
6376,-1.763,0.4719,#858585,0.05087,0.1909,nspb-5,246,WBGene00018166,185445.0,
6377,1.598,5.762,#858585,0.02698,0.1151,sup-36,706,WBGene00018164,177422.0,['pharynx']
6378,2.468,0.08852,#858585,0.01836,0.08516,F15B10.3,709,WBGene00017481,177423.0,
6379,0.9653,6.629,#858585,0.542,1.0,nstp-2,1152,WBGene00017480,177424.0,
6380,-0.6013,5.143,#858585,0.9175,1.0,drh-1,3300,WBGene00001090,177425.0,
6381,0.2289,7.831,#858585,0.9274,1.0,drh-2,3100,WBGene00001091,,
6382,1.752,5.728,#858585,0.01865,0.08617,C01B10.3,1302,WBGene00015278,177427.0,"['pharyngeal muscle cell', 'rectal epithelium']"
6383,-0.09609,3.55,#858585,0.9804,1.0,C01B10.10,1861,WBGene00015284,177428.0,
6384,0.5958,2.203,#858585,0.8216,1.0,C01B10.4,1827,WBGene00015279,177429.0,
6385,-0.2983,5.704,#858585,0.9803,1.0,C01B10.9,1996,WBGene00015283,177430.0,
6386,-1.334,5.94,#858585,0.1079,0.3519,C01B10.8,2160,WBGene00015282,177431.0,['intestine']
6387,-3.273,-0.9443,#858585,0.04556,0.1742,C01B10.7,417,WBGene00015281,182060.0,
6388,2.772,4.365,#858585,0.01323,0.06629,C01B10.6,1765,WBGene00015280,177432.0,
6389,0.6233,5.032,#858585,0.9348,1.0,hil-7,903,WBGene00001858,177433.0,
6390,0.8059,0.4952,#858585,0.6982,1.0,Y73B6A.1,1303,WBGene00022228,177434.0,
6391,0.717,1.066,#858585,0.676,1.0,Y73B6A.3,513,WBGene00022230,190645.0,
6392,0.7115,4.779,#858585,0.8736,1.0,smg-7,1500,WBGene00004885,177435.0,
6393,-0.5011,6.246,#858585,0.8973,1.0,lin-45,3452,WBGene00003030,177436.0,"['head neurons', 'vulval precursor cell']"
6394,-1.777,7.102,#858585,0.01554,0.0748,H34C03.2,3808,WBGene00019259,177437.0,
6395,-0.9334,2.802,#858585,0.5925,1.0,spd-3,1606,WBGene00004954,177438.0,
6396,0.505,5.659,#858585,0.9106,1.0,anat-1,1270,WBGene00015938,177439.0,
6397,-0.6972,7.34,#858585,0.815,1.0,dyci-1,2490,WBGene00015927,177440.0,['ciliated neurons']
6398,-0.4714,5.52,#858585,0.9599,1.0,C17H12.2,2112,WBGene00015928,177441.0,['gonad']
6399,-0.3177,8.947,#858585,0.9411,1.0,vha-8,1308,WBGene00006917,177442.0,"['head', 'hypodermis', 'and intestine']"
6400,1.161,4.547,#858585,0.2653,0.6986,C17H12.4,1913,WBGene00015930,177445.0,
6401,1.404,-0.009593,#858585,0.2157,0.5998,21ur-11363,21,WBGene00167726,,
6402,-0.4631,5.452,#858585,0.9723,1.0,ceh-48,1874,WBGene00015934,182756.0,"['head', 'spermathecal-uterine junction', 'ventral nerve cord', 'and vulva']"
6403,-1.243,6.227,#858585,0.393,0.9204,C17H12.8,1262,WBGene00015933,177447.0,
6404,-1.163,3.05,#858585,0.3129,0.7862,C17H12.6,1087,WBGene00015932,182755.0,
6405,1.821,1.764,#858585,0.09454,0.3163,H20E11.3,1089,WBGene00019215,177448.0,
6406,1.002,0.9637,#858585,0.4996,1.0,H20E11.2,1092,WBGene00019214,186754.0,
6407,-0.5448,6.223,#858585,0.9015,1.0,lip-1,1964,WBGene00003043,191704.0,"['several structures', 'including P3']"
6408,-0.2295,5.287,#858585,0.994,1.0,R13H7.2,2331,WBGene00020069,177450.0,['neurons']
6409,-0.8646,5.276,#858585,0.7203,1.0,tre-2,2159,WBGene00006608,177451.0,
6410,-0.2428,6.191,#858585,0.968,1.0,T05A12.3,2341,WBGene00020234,177452.0,
6411,-1.162,6.035,#858585,0.359,0.8632,T05A12.4,5371,WBGene00020235,177453.0,
6412,1.876,0.7664,#858585,0.02055,0.09296,T22D1.17,456,WBGene00195050,13196374.0,
6413,-1.682,7.699,#858585,0.02913,0.1222,rpn-1,3176,WBGene00004458,177455.0,
6414,-1.059,8.178,#858585,0.4233,0.969,ribo-1,1963,WBGene00020683,177456.0,
6415,-0.9709,7.057,#858585,0.5455,1.0,T22D1.3,1916,WBGene00020682,177457.0,"['head', 'tail']"
6416,-0.8716,5.716,#858585,0.6814,1.0,ruvb-2,1573,WBGene00020687,177458.0,['gonad']
6417,-0.4288,4.493,#858585,0.9495,1.0,npr-12,1405,WBGene00020689,188742.0,"['FLPL', 'FLPR', 'PVDL', 'and PVDR']"
6418,-0.3587,5.935,#858585,0.964,1.0,jnk-1,2384,WBGene00002178,177460.0,"['AIYL', 'AIYR', 'and neurons']"
6419,-2.885,-0.7694,#858585,0.03549,0.1423,ZK381.62,186,WBGene00219412,13196419.0,
6420,1.939,1.969,#858585,0.0184,0.08528,pgl-1,2532,WBGene00003992,177461.0,['germ line']
6421,2.261,-0.156,#858585,0.02291,0.1013,him-3,1168,WBGene00001862,177462.0,"['oocyte', 'spermatocyte']"
6422,-0.6657,5.795,#858585,0.814,1.0,prkl-1,2115,WBGene00022727,177463.0,"['several structures', 'including QL', 'egg-laying apparatus', 'gonad', 'head', 'and somatic nervous system']"
6423,-0.4672,7.604,#858585,0.9249,1.0,trxr-1,2608,WBGene00015553,177466.0,"['several structures', 'including hypodermis', 'interfacial epithelial cell', 'intestine', 'pharynx', 'and vulva']"
6424,1.475,6.718,#858585,0.04893,0.1849,C06G3.6,1880,WBGene00015552,177467.0,
6425,1.355,7.676,#858585,0.1719,0.5049,C06G3.5,1351,WBGene00015551,177469.0,
6426,-0.2683,3.384,#858585,0.9804,1.0,C06G3.8,762,WBGene00015554,177470.0,
6427,-0.4432,6.666,#858585,0.9106,1.0,ufl-1,2457,WBGene00015555,177471.0,['intestine']
6428,-0.9538,5.336,#858585,0.5778,1.0,cogc-2,2202,WBGene00000585,177473.0,
6429,-0.9846,4.397,#858585,0.5153,1.0,klp-18,3197,WBGene00002228,177474.0,"['Z2', 'Z3', 'and germ line']"
6430,-0.2322,3.819,#858585,0.9217,1.0,tin-9.1,384,WBGene00006572,177475.0,
6431,1.281,6.017,#858585,0.1629,0.4856,nhr-105,1584,WBGene00003695,177476.0,
6432,0.7043,4.882,#858585,0.8676,1.0,Y43B11AR.3,1173,WBGene00021544,177480.0,
6433,-1.054,10.65,#858585,0.4418,0.9967,rps-4,842,WBGene00004473,177481.0,
6434,-1.603,8.441,#858585,0.08749,0.2972,deb-1,3989,WBGene00000942,177482.0,['gonad']
6435,0.2156,4.247,#858585,0.9706,1.0,rde-8,1118,WBGene00022620,177483.0,['germ line']
6436,-0.8804,4.689,#858585,0.6587,1.0,ZC477.3,1302,WBGene00022618,177484.0,
6437,-0.1524,3.571,#858585,0.9946,1.0,nas-8,1576,WBGene00003527,183207.0,
6438,-0.03427,0.6578,#858585,0.9939,1.0,str-48,999,WBGene00006113,191980.0,
6439,0.4934,0.2653,#858585,0.8941,1.0,grsp-3,487,WBGene00016403,183209.0,
6440,-0.6239,3.873,#858585,0.8049,1.0,cyn-12,607,WBGene00000888,191627.0,
6441,1.008,4.572,#858585,0.4922,1.0,mutd-1,543,WBGene00016404,183210.0,
6442,-0.4314,9.368,#858585,0.8215,1.0,hecd-1,8704,WBGene00016405,177486.0,
6443,-0.5286,5.1,#858585,0.925,1.0,C34D4.4,994,WBGene00016400,183205.0,
6444,-1.689,4.895,#858585,0.02885,0.1214,col-113,1089,WBGene00000687,177487.0,
6445,2.048,2.685,#858585,0.009738,0.0524,maph-9,1543,WBGene00016397,177490.0,"['chemosensory neurons', 'ciliated neurons']"
6446,-0.4809,6.487,#858585,0.8557,1.0,rpc-1,4387,WBGene00004411,177491.0,
6447,0.9978,3.781,#858585,0.5039,1.0,C42D4.18,899,WBGene00206380,13196550.0,
6448,1.134,3.992,#858585,0.3561,0.8583,skr-16,637,WBGene00004822,191765.0,
6449,-1.864,6.574,#858585,0.02194,0.09782,C42D4.3,944,WBGene00016596,177492.0,"['hypodermis', 'spermatheca', 'and vulva']"
6450,0.3256,1.552,#858585,0.935,1.0,C42D4.2,1979,WBGene00016595,177493.0,
6451,-0.7468,1.267,#858585,0.6776,1.0,C42D4.13,811,WBGene00016598,183405.0,
6452,2.304,7.851,#858585,0.01744,0.0818,C42D4.1,956,WBGene00016594,183403.0,
6453,2.296,2.547,#858585,0.01846,0.08551,R13A1.5,599,WBGene00020043,187851.0,
6454,1.401,0.3449,#858585,0.221,0.6109,best-16,1544,WBGene00020046,3565658.0,
6455,-0.5946,3.122,#858585,0.9187,1.0,unc-8,2633,WBGene00006748,177494.0,['neurons']
6456,0.3652,6.477,#858585,0.9847,1.0,kcc-1,4617,WBGene00006504,177495.0,"['several structures', 'including hermaphrodite distal tip cell', 'pharyngeal muscle cell', 'tail neurons', 'ventral nerve cord', 'and vulva']"
6457,-0.8208,4.353,#858585,0.6826,1.0,glb-23,1073,WBGene00020045,187853.0,"['head neurons', 'lateral nerve cord', 'ventral cord neurons', 'and ventral nerve cord']"
6458,0.5527,1.927,#858585,0.824,1.0,R13A1.10,962,WBGene00044504,3896768.0,
6459,0.1975,5.164,#858585,0.9955,1.0,D2024.5,774,WBGene00017053,177496.0,
6460,-0.334,7.193,#858585,0.9834,1.0,cap-1,1150,WBGene00000292,177497.0,
6461,-1.568,1.593,#858585,0.1867,0.5366,D2024.4,1329,WBGene00017052,183949.0,
6462,-0.1576,2.048,#858585,0.9812,1.0,afmd-1,984,WBGene00017051,177499.0,
6463,1.055,3.112,#858585,0.4507,1.0,glb-2,694,WBGene00015536,182330.0,['head neurons']
6464,-0.3887,2.953,#858585,0.9169,1.0,C06E4.2,279,WBGene00015531,182325.0,
6465,-1.564,0.359,#858585,0.1035,0.3403,F42C5.5,1083,WBGene00018347,185664.0,
6466,0.6945,2.606,#858585,0.7313,1.0,npr-27,1117,WBGene00018344,185662.0,
6467,-0.1095,11.29,#858585,0.9627,1.0,rps-8,699,WBGene00004477,177503.0,
6468,-0.2505,7.618,#858585,0.9877,1.0,F42C5.9,2050,WBGene00018349,177504.0,
6469,-0.9708,7.234,#858585,0.5376,1.0,ifo-1,4037,WBGene00018350,177505.0,
6470,0.1468,3.96,#858585,0.9835,1.0,sqst-2,1653,WBGene00021495,189791.0,
6471,0.9998,3.942,#858585,0.5004,1.0,Y40C5A.4,2693,WBGene00021497,177508.0,"['AIYL', 'AIYR']"
6472,1.473,4.604,#858585,0.1442,0.4421,T12B3.3,1192,WBGene00020446,177509.0,
6473,1.383,2.725,#858585,0.178,0.5181,T12B3.2,1606,WBGene00020445,188439.0,
6474,0.7139,2.15,#858585,0.7319,1.0,T12B3.1,1341,WBGene00020444,177510.0,
6475,-0.3107,5.125,#858585,0.9579,1.0,mob-3,1394,WBGene00020447,177511.0,
6476,0.9419,8.211,#858585,0.5763,1.0,pitr-1,2771,WBGene00016739,177512.0,"['several structures', 'including body wall musculature', 'hermaphrodite gonad', 'intestine', 'nerve ring', 'and pharynx']"
6477,-0.8566,7.501,#858585,0.6302,1.0,egl-19,6593,WBGene00001187,177513.0,"['several structures', 'including alimentary muscle', 'body wall musculature', 'neurons', 'preanal ganglion', 'and tail']"
6478,-0.5524,7.49,#858585,0.8256,1.0,unc-82,6081,WBGene00006814,177514.0,['body wall musculature']
6479,0.3391,2.142,#858585,0.8701,1.0,B0496.11,371,WBGene00194883,13196689.0,
6480,1.132,3.881,#858585,0.3554,0.8569,valv-1,503,WBGene00015216,182010.0,
6481,-0.7064,5.509,#858585,0.8864,1.0,tes-1,1675,WBGene00015217,177515.0,['AB']
6482,-1.159,3.085,#858585,0.2691,0.7058,plk-3,2182,WBGene00004044,266900.0,
6483,-1.399,2.731,#858585,0.1108,0.3591,F55G1.6,1290,WBGene00018902,259576.0,"['virL', 'virR']"
6484,-0.6883,3.473,#858585,0.7906,1.0,F55G1.9,1048,WBGene00018904,177519.0,"['hypodermis', 'intestinal cell']"
6485,-1.619,6.109,#858585,0.1305,0.4083,rod-1,6378,WBGene00018900,177520.0,
6486,1.211,-0.08532,#858585,0.3079,0.7779,his-61,522,WBGene00001935,177521.0,
6487,2.164,0.03992,#858585,0.02568,0.1109,his-62,444,WBGene00001936,186326.0,
6488,0.5945,1.188,#858585,0.844,1.0,his-60,466,WBGene00001934,177522.0,
6489,0.8893,0.1745,#858585,0.5897,1.0,F55G1.1,1013,WBGene00018899,186324.0,
6490,0.8425,3.527,#858585,0.6995,1.0,F55G1.15,2020,WBGene00018907,186329.0,
6491,1.451,2.477,#858585,0.1276,0.4013,glt-6,1799,WBGene00001624,187623.0,['marginal cell']
6492,-1.005,9.325,#858585,0.4966,1.0,vdac-1,1024,WBGene00019900,177524.0,"['AWCL', 'AWCR']"
6493,0.9001,2.04,#858585,0.5874,1.0,R05G6.5,636,WBGene00019899,187622.0,
6494,-0.7208,6.18,#858585,0.8675,1.0,plc-4,2461,WBGene00004039,177525.0,['vas deferens']
6495,-0.5319,4.072,#858585,0.94,1.0,R05G6.4,1078,WBGene00019898,177526.0,
6496,-1.21,0.8591,#858585,0.4315,0.9807,R05G6.9,1302,WBGene00019901,187624.0,
6497,-0.04346,5.967,#858585,0.9981,1.0,R05G6.10,1868,WBGene00019902,177527.0,"['neurons', 'pharynx', 'and rectal gland cell']"
6498,-0.4834,3.156,#858585,0.9329,1.0,R05G6.1,860,WBGene00019896,187619.0,
6499,-1.162,7.802,#858585,0.3448,0.8408,pam-1,3011,WBGene00003914,177528.0,"['amphid process', 'intestine', 'male-specific anatomical entity', 'nerve ring', 'and tail neurons']"
6500,0.07858,3.16,#858585,0.993,1.0,cdd-2,635,WBGene00000392,186044.0,['intestine']
6501,1.618,2.07,#858585,0.03713,0.1476,oef-1,1359,WBGene00018636,177529.0,"['P lineage cell', 'germ cell', 'and oocyte']"
6502,0.2469,6.53,#858585,0.982,1.0,dif-1,1168,WBGene00000996,177530.0,['intestine']
6503,0.04029,3.304,#858585,0.9989,1.0,F49E8.6,867,WBGene00018637,177531.0,
6504,-0.3106,5.616,#858585,0.989,1.0,F49E8.7,1774,WBGene00018638,3564919.0,
6505,-0.8524,4.867,#858585,0.7415,1.0,nprl-2,1881,WBGene00018635,177532.0,
6506,-1.172,8.028,#858585,0.3309,0.8174,ima-3,2614,WBGene00002074,177533.0,"['germ line', 'gonad', 'hypodermis', 'muscle cell', 'and neurons']"
6507,2.705,0.07106,#858585,0.01661,0.07873,F32E10.8,522,WBGene00017995,260105.0,
6508,0.6211,3.762,#858585,0.8953,1.0,F32E10.5,1745,WBGene00017992,177535.0,
6509,-1.59,4.403,#858585,0.06822,0.2433,cec-4,1214,WBGene00017990,177536.0,"['germ cell', 'somatic cell']"
6510,-1.199,7.509,#858585,0.2317,0.6348,cec-5,1538,WBGene00017993,177537.0,
6511,-1.362,5.32,#858585,0.0845,0.2897,nol-10,2487,WBGene00017989,177538.0,
6512,-0.4097,8.013,#858585,0.8309,1.0,cla-1,27429,WBGene00018468,177539.0,['nervous system']
6513,0.0353,7.935,#858585,0.9973,1.0,plp-1,977,WBGene00004046,177540.0,"['several structures', 'including Caa', 'Cpa', 'Ea', 'Psub4', 'and oocyte']"
6514,0.577,1.974,#858585,0.8856,1.0,nep-16,2971,WBGene00018472,177541.0,
6515,-1.776,6.641,#858585,0.02199,0.09803,nlp-20,504,WBGene00003758,177542.0,"['head neurons', 'intestine', 'pharyngeal neurons', 'spermatheca', 'and tail neurons']"
6516,-0.2071,5.172,#858585,0.9594,1.0,hmg-5,808,WBGene00001975,177543.0,"['dorsal nerve cord', 'head muscle', 'head neurons', 'oocyte', 'and ventral nerve cord']"
6517,-0.559,5.469,#858585,0.9534,1.0,nrde-4,2519,WBGene00001584,177544.0,
6518,-0.7451,4.597,#858585,0.7643,1.0,cima-1,1845,WBGene00018473,24104589.0,"['hypodermis', 'intestine']"
6519,0.2306,5.961,#858585,0.969,1.0,C08G9.1,981,WBGene00015619,259578.0,
